idx,condition,method,k,logp_A,logp_B,logit_diff_A_minus_B,p_A,p_B,top_token_id,top_token
26,SU +5.0σ,SU,5.0,-9.956356018781662,-9.447525262832642,-0.5088307559490204,4.742523823351913e-05,7.888454242274856e-05,12279,anna
27,SU +5.0σ,SU,5.0,-9.955481588840485,-9.443584933876991,-0.5118966549634933,4.746672641840994e-05,7.919598666282694e-05,12279,anna
28,SU +5.0σ,SU,5.0,-9.961306631565094,-9.451287753880024,-0.51001887768507,4.719103444732496e-05,7.858829769664931e-05,12279,anna
29,SU +5.0σ,SU,5.0,-9.985075518488884,-9.47648824006319,-0.5085872784256935,4.60825816161981e-05,7.663258039920994e-05,12279,anna
0,refusal −0.5σ,refusal,-0.5,-5.852285623550415,-2.052573036402464,-3.799712587147951,0.0028733243094264576,0.12840408977510953,33,B
1,refusal −0.5σ,refusal,-0.5,-5.1353215873241425,-2.0042357183992863,-3.131085868924856,0.00588515860845308,0.1347632534211886,33,B
2,refusal −0.5σ,refusal,-0.5,-5.403876975178719,-2.155176319181919,-3.2487006559967995,0.0044991041708017585,0.1158827564586477,33,B
3,refusal −0.5σ,refusal,-0.5,-5.965878456830978,-3.5076504200696945,-2.458228036761284,0.0025647905597016066,0.029967242215079567,19,4
4,refusal −0.5σ,refusal,-0.5,-4.107918977737427,-1.9219974018633366,-2.18592157587409,0.016441955023213342,0.14631442136900416,33,B
5,refusal −0.5σ,refusal,-0.5,-5.724273085594177,-2.2437803484499454,-3.480492737144232,0.0032657263168780577,0.10605681388064703,33,B
6,refusal −0.5σ,refusal,-0.5,-5.83192703127861,-2.980734683573246,-2.8511923477053642,0.0029324206656815865,0.05075553090883176,19,4
7,refusal −0.5σ,refusal,-0.5,-6.116636127233505,-2.1751438975334167,-3.9414922297000885,0.0022058637416119313,0.1135918069138317,33,B
8,refusal −0.5σ,refusal,-0.5,-5.007353499531746,-2.4751927591860294,-2.5321607403457165,0.006688581236986969,0.08414676863129851,19,4
9,refusal −0.5σ,refusal,-0.5,-5.374934479594231,-2.1666757799685,-3.2082586996257305,0.004631222163148059,0.11455779998812189,33,B
10,refusal −0.5σ,refusal,-0.5,-5.586072638630867,-2.2096610739827156,-3.3764115646481514,0.003749725511429918,0.10973783522082127,33,B
11,refusal −0.5σ,refusal,-0.5,-5.848680093884468,-1.8653834462165833,-3.983296647667885,0.002883702864314453,0.15483682690508066,33,B
12,refusal −0.5σ,refusal,-0.5,-3.6329493820667267,-1.7763466779142618,-1.8566027041524649,0.02643809326703587,0.169255363494859,33,B
13,refusal −0.5σ,refusal,-0.5,-6.2716576755046844,-2.23296532779932,-4.038692347705364,0.0018890944806185157,0.1072100453835752,19,4
14,refusal −0.5σ,refusal,-0.5,-5.827582210302353,-2.761714268475771,-3.065867941826582,0.00294518922697101,0.06318336222152647,19,4
15,refusal −0.5σ,refusal,-0.5,-4.757435843348503,-2.083828967064619,-2.673606876283884,0.00858760114490201,0.1244527731631797,33,B
16,refusal −0.5σ,refusal,-0.5,-5.164942666888237,-2.0134100653231144,-3.1515326015651226,0.005713390396062734,0.13353254269754833,33,B
17,refusal −0.5σ,refusal,-0.5,-6.176569223403931,-2.161160696297884,-4.015408527106047,0.002077543228718109,0.11519134125089166,33,B
18,refusal −0.5σ,refusal,-0.5,-5.5465109795331955,-2.455111254006624,-3.0913997255265713,0.0039010443504262785,0.08585364334801661,19,4
19,refusal −0.5σ,refusal,-0.5,-4.856283515691757,-2.1335412859916687,-2.7227422297000885,0.007779342035102669,0.11841720128139213,33,B
20,refusal −0.5σ,refusal,-0.5,-5.687484309077263,-2.44645069912076,-3.241033609956503,0.003388105683922141,0.08660041258875557,19,4
21,refusal −0.5σ,refusal,-0.5,-5.774966284632683,-2.6558786146342754,-3.1190876699984074,0.0031043023195779272,0.07023710020293451,19,4
22,refusal −0.5σ,refusal,-0.5,-4.746901348233223,-1.6723258998245,-3.074575448408723,0.008678545371925094,0.18780973061769757,33,B
23,refusal −0.5σ,refusal,-0.5,-5.8324713706970215,-2.753988839685917,-3.0784825310111046,0.002930824867889117,0.0636733711144096,19,4
24,refusal −0.5σ,refusal,-0.5,-5.455093324184418,-2.014606688171625,-3.4404866360127926,0.004274477850938731,0.13337285017085518,33,B
25,refusal −0.5σ,refusal,-0.5,-5.302181914448738,-2.6132703498005867,-2.6889115646481514,0.004980714549272466,0.07329445288708424,19,4
26,refusal −0.5σ,refusal,-0.5,-5.676061362028122,-1.9182644560933113,-3.7577969059348106,0.003427029726137832,0.14686162587628687,33,B
27,refusal −0.5σ,refusal,-0.5,-5.729304984211922,-2.534461807459593,-3.194843176752329,0.003249334787980146,0.07930438881196576,19,4
28,refusal −0.5σ,refusal,-0.5,-5.587149545550346,-1.9356169439852238,-3.6515326015651226,0.003745689579632,0.1443351946192935,33,B
29,refusal −0.5σ,refusal,-0.5,-5.667653754353523,-2.853742428123951,-2.8139113262295723,0.0034559643124458576,0.05762824723381086,19,4
0,refusal −0.25σ,refusal,-0.25,-5.64345946755202,-0.018601247065817006,-5.624858220486203,0.0035405986089731543,0.9815706884085034,33,B
1,refusal −0.25σ,refusal,-0.25,-5.144443069235422,-0.01958821454900317,-5.1248548546864185,0.005831721324773665,0.9806023879757182,33,B
2,refusal −0.25σ,refusal,-0.25,-5.015482952207094,-0.01566692561027594,-4.999816026596818,0.006634427152134924,0.984455162256713,33,B
3,refusal −0.25σ,refusal,-0.25,-5.152376301644836,-0.027649114388623275,-5.124727187256212,0.005785639952955349,0.9727296237554037,33,B
4,refusal −0.25σ,refusal,-0.25,-3.5456055840768386,-0.04577029243228026,-3.4998352916445583,0.028851145424029462,0.9552613677555143,33,B
5,refusal −0.25σ,refusal,-0.25,-4.649428259494016,-0.024506763234967366,-4.624921496259049,0.009567070248749844,0.9757910893916737,33,B
6,refusal −0.25σ,refusal,-0.25,-4.526900079581537,-0.027028163538489025,-4.499871916043048,0.010814147162679992,0.9733338286135714,33,B
7,refusal −0.25σ,refusal,-0.25,-5.948350921506062,-0.010958948500046972,-5.937391973006015,0.002610141299153905,0.9891008820167626,33,B
8,refusal −0.25σ,refusal,-0.25,-5.328199053939898,-0.01582646458700765,-5.31237258935289,0.0048528017814149695,0.9842981158153358,33,B
9,refusal −0.25σ,refusal,-0.25,-5.272232370945858,-0.022455684171291068,-5.249776686774567,0.005132140933238882,0.9777945680097971,33,B
10,refusal −0.25σ,refusal,-0.25,-4.654696975485422,-0.029834961678716354,-4.624862013806705,0.009516796627751746,0.970605707467316,33,B
11,refusal −0.25σ,refusal,-0.25,-5.7638251867902,-0.013898042801884003,-5.749927143988316,0.0031390810322344184,0.9861980891310934,33,B
12,refusal −0.25σ,refusal,-0.25,-1.72338787605986,-0.22349727086839266,-1.4998906051914673,0.17846052047047445,0.7997170743977625,33,B
13,refusal −0.25σ,refusal,-0.25,-6.139428764901822,-0.01457172224036185,-6.124857042661461,0.002156154937955298,0.9855339314959697,33,B
14,refusal −0.25σ,refusal,-0.25,-4.897554662558832,-0.022689205550705083,-4.874865457008127,0.007464814761549324,0.9775662587320783,33,B
15,refusal −0.25σ,refusal,-0.25,-4.401900545519311,-0.02717455881065689,-4.374725986708654,0.01225402841901179,0.9731913475723513,33,B
16,refusal −0.25σ,refusal,-0.25,-4.893478904501535,-0.018616656001540832,-4.874862248499994,0.007495301626799809,0.9815555635653864,33,B
17,refusal −0.25σ,refusal,-0.25,-6.080179363809293,-0.01782242545596091,-6.062356938353332,0.002287766273646061,0.9823354546418152,33,B
18,refusal −0.25σ,refusal,-0.25,-5.3321313029155135,-0.01978502536076121,-5.312346277554752,0.0048337568258749325,0.9804094138140524,33,B
19,refusal −0.25σ,refusal,-0.25,-5.016506450629095,-0.016607032957836054,-4.999899417671259,0.006627640300172437,0.9835301036206731,33,B
20,refusal −0.25σ,refusal,-0.25,-4.773429790046066,-0.023576599807711318,-4.749853190238355,0.008451344058822863,0.9766991568357591,33,B
21,refusal −0.25σ,refusal,-0.25,-5.27055946024484,-0.020696148625575006,-5.249863311619265,0.005140733732213902,0.9795165468058032,33,B
22,refusal −0.25σ,refusal,-0.25,-4.6473709551937645,-0.022489713373943232,-4.624881241819821,0.009586772883721947,0.9777612950064203,33,B
23,refusal −0.25σ,refusal,-0.25,-4.530217202758649,-0.03036141616757959,-4.49985578659107,0.010778334734441754,0.97009486221589,33,B
24,refusal −0.25σ,refusal,-0.25,-4.649059921823209,-0.024196511483751237,-4.624863410339458,0.009570594810196242,0.9760938772537819,33,B
25,refusal −0.25σ,refusal,-0.25,-4.518060821676045,-0.018172291485825554,-4.499888530190219,0.010910159914072706,0.9819918289512874,33,B
26,refusal −0.25σ,refusal,-0.25,-5.391756598313805,-0.016973808873444796,-5.37478278944036,0.004553966815244885,0.9831694346127848,33,B
27,refusal −0.25σ,refusal,-0.25,-4.896422765828902,-0.021536705040489323,-4.874886060788413,0.007473268944695968,0.9786935538233424,33,B
28,refusal −0.25σ,refusal,-0.25,-5.579597613061196,-0.017216238993569277,-5.562381374067627,0.0037740838553416605,0.9829311136179099,33,B
29,refusal −0.25σ,refusal,-0.25,-4.773642097250558,-0.023787419515429065,-4.749854677735129,0.008449549968047467,0.9764932711081339,33,B
0,refusal +0.25σ,refusal,0.25,-5.286012292166561,-0.7859802261045843,-4.500032066061976,0.005061905466476889,0.455672820405313,33,B
1,refusal +0.25σ,refusal,0.25,-5.283800482906372,-0.7837755093169108,-4.500024973589461,0.005073113826669907,0.45667855819825637,33,B
2,refusal +0.25σ,refusal,0.25,-5.175922155911394,-0.6758801965115708,-4.500041959399823,0.005651003404293606,0.5087084600778555,33,B
3,refusal +0.25σ,refusal,0.25,-4.975062728264675,-0.9125266094415565,-4.062536118823118,0.006908085593641643,0.4015084862554194,40,I
4,refusal +0.25σ,refusal,0.25,-4.561682582107096,-0.5616599330496683,-4.000022649057428,0.010444470471418886,0.5702616815585823,33,B
5,refusal +0.25σ,refusal,0.25,-5.033846498467028,-1.2837936924333917,-3.7500528060336364,0.006513707356401943,0.27698451069319197,40,I
6,refusal +0.25σ,refusal,0.25,-5.093050241928722,-1.0930186529367347,-4.0000315889919875,0.006139265054640627,0.3352031031074048,40,I
7,refusal +0.25σ,refusal,0.25,-5.502646208025908,-0.627621592120704,-4.875024615905204,0.004075971287109413,0.5338600291268919,33,B
8,refusal +0.25σ,refusal,0.25,-5.125885010060301,-0.7508510964253219,-4.375033913634979,0.005940957222270052,0.47196469429093807,33,B
9,refusal +0.25σ,refusal,0.25,-5.559485674362804,-0.996950151726196,-4.562535522636608,0.003850756431131019,0.3690031303197653,40,I
10,refusal +0.25σ,refusal,0.25,-4.614687681523719,-0.864658595626679,-3.75002908589704,0.009905276524794681,0.421195326009816,40,I
11,refusal +0.25σ,refusal,0.25,-5.126735568301228,-0.6267098796088248,-4.5000256886924035,0.005935906240527239,0.5343469779399717,33,B
12,refusal +0.25σ,refusal,0.25,-2.9536701441520563,-0.5786575081910996,-2.3750126359609567,0.05214796375869348,0.5606505303101982,33,B
13,refusal +0.25σ,refusal,0.25,-5.405276656436399,-1.1552424447872909,-4.250034211649108,0.004492811264076707,0.3149811621046044,40,I
14,refusal +0.25σ,refusal,0.25,-4.689914345904981,-0.9398944981039676,-3.7500198478010134,0.009187473067234197,0.39066904950984177,40,I
15,refusal +0.25σ,refusal,0.25,-4.55843508282851,-0.6833968780483701,-3.8750382047801395,0.010478444016413676,0.5048989957896847,33,B
16,refusal +0.25σ,refusal,0.25,-4.927069426055823,-0.7395253805516404,-4.187544045504183,0.007247712145493714,0.4773404168111305,33,B
17,refusal +0.25σ,refusal,0.25,-5.183850169467405,-0.9963226331601618,-4.187527536307243,0.0056063792966954415,0.3692347593031085,40,I
18,refusal +0.25σ,refusal,0.25,-5.4853693249515345,-0.7353410734067438,-4.750028251544791,0.004147003204663326,0.47934194030196986,33,B
19,refusal +0.25σ,refusal,0.25,-5.2876504662199295,-0.8501185193708807,-4.437531946849049,0.005053619972674506,0.42736427800168336,40,I
20,refusal +0.25σ,refusal,0.25,-4.569161654006166,-0.8191223169269506,-3.7500393370792153,0.010366646912576005,0.44081838360195935,33,B
21,refusal +0.25σ,refusal,0.25,-5.0618876220651146,-0.9368641385626688,-4.125023483502446,0.006333592792632904,0.39185471277717504,40,I
22,refusal +0.25σ,refusal,0.25,-5.155969977633504,-0.7809408320317743,-4.375029145601729,0.005764885552209211,0.45797493106507686,33,B
23,refusal +0.25σ,refusal,0.25,-5.387050748051479,-1.1995331055659335,-4.187517642485545,0.004575447604224216,0.301334870647152,40,I
24,refusal +0.25σ,refusal,0.25,-4.624374151475422,-0.49934813496656716,-4.125026016508855,0.009809792559241125,0.6069261647353473,33,B
25,refusal +0.25σ,refusal,0.25,-5.234422445611926,-0.7343856115548988,-4.500036834057028,0.005329901903278527,0.47980015210700894,33,B
26,refusal +0.25σ,refusal,0.25,-5.419500828020318,-0.6694709075818537,-4.750029920438465,0.004429357107041802,0.5119793905515225,33,B
27,refusal +0.25σ,refusal,0.25,-5.3257476097060135,-1.0757018359436188,-4.250045773762395,0.004864712747930303,0.3410583043063334,40,I
28,refusal +0.25σ,refusal,0.25,-5.165299415883055,-0.8527690783193975,-4.312530337563658,0.00571135251330986,0.4262330236807799,40,I
29,refusal +0.25σ,refusal,0.25,-5.3585579402861185,-1.35851717312471,-4.000040767161408,0.0047076899851023896,0.25704164276069624,40,I
0,refusal +0.5σ,refusal,0.5,-5.448620061157271,-9.040297336410731,3.59167727525346,0.0043022374209362784,0.00011853558626825182,1919,This
1,refusal +0.5σ,refusal,0.5,-5.625720805954188,-9.060979889240116,3.4352590832859278,0.0036039644405232423,0.00011610914672064296,1919,This
2,refusal +0.5σ,refusal,0.5,-5.526789860334247,-9.086631984449923,3.5598421241156757,0.00397874092461578,0.00011316858091781308,1919,This
3,refusal +0.5σ,refusal,0.5,-5.511065084952861,-9.258968796115369,3.7479037111625075,0.0040418002292802666,9.525350029627334e-05,1919,This
4,refusal +0.5σ,refusal,0.5,-5.56285608257167,-8.904374413657933,3.341518331086263,0.003837799657119303,0.00013579360793332203,1919,This
5,refusal +0.5σ,refusal,0.5,-5.563102025073022,-9.247711996082217,3.684609971009195,0.0038368558951322952,9.633180766024998e-05,1919,This
6,refusal +0.5σ,refusal,0.5,-5.73067368613556,-9.353431585710496,3.6227578995749354,0.0032448904593796574,8.666750126256976e-05,1919,This
7,refusal +0.5σ,refusal,0.5,-5.642448475817218,-9.23420636774972,3.5917578919325024,0.003544179934943514,9.764165449352888e-05,1919,This
8,refusal +0.5σ,refusal,0.5,-5.631322318222374,-9.316244100220501,3.6849217819981277,0.003583833224759551,8.995112414340779e-05,1919,This
9,refusal +0.5σ,refusal,0.5,-5.616746987681836,-9.239150256849825,3.6224032691679895,0.003636451310092303,9.716011629869275e-05,1919,This
10,refusal +0.5σ,refusal,0.5,-5.373590460978448,-9.059320734348148,3.6857302733696997,0.004637450796711274,0.00011630194968018456,1919,This
11,refusal +0.5σ,refusal,0.5,-5.556636738823727,-9.116830156650394,3.5601934178266674,0.00386174263003552,0.00010980218199346224,1919,This
12,refusal +0.5σ,refusal,0.5,-5.455785285914317,-8.703880006913096,3.248094720998779,0.004271521098948169,0.0001659407091983831,1919,This
13,refusal +0.5σ,refusal,0.5,-5.655415253248066,-9.24680868955329,3.591393436305225,0.0034985200133323476,9.641886412446942e-05,1919,This
14,refusal +0.5σ,refusal,0.5,-5.755634863395244,-9.409647439606488,3.654012576211244,0.0031648966960566654,8.192982747232053e-05,1919,This
15,refusal +0.5σ,refusal,0.5,-5.552082522306591,-9.174752073828131,3.6226695515215397,0.0038793699509570203,0.00010362291412027963,1919,This
16,refusal +0.5σ,refusal,0.5,-5.555004330584779,-9.146167751401663,3.5911634208168834,0.003868051718624565,0.00010662764441284223,1919,This
17,refusal +0.5σ,refusal,0.5,-5.468136802781373,-9.184696266893297,3.716559464111924,0.004219085828237075,0.00010259757439377275,1919,This
18,refusal +0.5σ,refusal,0.5,-5.745636990526691,-9.212150118779391,3.4665131282527,0.0031966976368528635,9.981918898011089e-05,1919,This
19,refusal +0.5σ,refusal,0.5,-5.527899294625968,-9.15000433428213,3.6221050396561623,0.003974329220696457,0.00010621934236086361,1919,This
20,refusal +0.5σ,refusal,0.5,-5.489311665296555,-9.049631678964943,3.560320013668388,0.004130686490771315,0.00011743428247097687,1919,This
21,refusal +0.5σ,refusal,0.5,-5.702531404560432,-9.325546438805759,3.623015034245327,0.0033375061767014036,8.911824818355451e-05,1919,This
22,refusal +0.5σ,refusal,0.5,-5.511707711266354,-9.040672946721315,3.5289652354549617,0.004039203696488555,0.0001184910714405158,1919,This
23,refusal +0.5σ,refusal,0.5,-5.740369826089591,-9.45672424370423,3.716354417614639,0.0032135795899436515,7.816221246934793e-05,1919,This
24,refusal +0.5σ,refusal,0.5,-5.539011462125927,-9.036829083692282,3.4978176215663552,0.003930410277946192,0.0001189474113815313,1919,This
25,refusal +0.5σ,refusal,0.5,-5.816060526762158,-9.157554584555328,3.34149405779317,0.0029793190038971597,0.00010542037972161424,1919,This
26,refusal +0.5σ,refusal,0.5,-5.600343719590455,-9.129291530232877,3.5289478106424212,0.003696592906694363,0.00010844238604251522,1919,This
27,refusal +0.5σ,refusal,0.5,-5.640856190118939,-9.201229053549469,3.56037286343053,0.003549827777262047,0.00010091529528405172,1919,This
28,refusal +0.5σ,refusal,0.5,-5.491676409263164,-9.08284934097901,3.591172931715846,0.004120930015144275,0.00011359746796353579,1919,This
29,refusal +0.5σ,refusal,0.5,-5.6773669621907175,-9.362541275564581,3.6851743133738637,0.0034225583151427886,8.588157242473202e-05,1919,This
